priority,doc_type,doc_id,permit_num,code,cost,sqft,issue_date,name,description
4,other_pdf,2700096,16-41307-NEWC,NEWC,30000,0,2017-04-20T11:03:56,Lease Quote and Agreement.pdf,Install Modular Building for employees of the New Orleans Public Belt Railroad as per plans.
4,other_pdf,2715185,16-41307-NEWC,NEWC,30000,0,2017-04-20T11:03:56,Benchmark Certificate.pdf,Install Modular Building for employees of the New Orleans Public Belt Railroad as per plans.
4,other_pdf,2717066,16-41307-NEWC,NEWC,30000,0,2017-04-20T11:03:56,Details rev1 3.8.17.pdf,Install Modular Building for employees of the New Orleans Public Belt Railroad as per plans.
4,other_pdf,2717067,16-41307-NEWC,NEWC,30000,0,2017-04-20T11:03:56,Flood Zone Map.pdf,Install Modular Building for employees of the New Orleans Public Belt Railroad as per plans.
4,other_pdf,2772022,16-41307-NEWC,NEWC,30000,0,2017-04-20T11:03:56,NOPBR - Proposed Building.pdf,Install Modular Building for employees of the New Orleans Public Belt Railroad as per plans.
4,other_pdf,2787253,16-41307-NEWC,NEWC,30000,0,2017-04-20T11:03:56,Building Permit.pdf,Install Modular Building for employees of the New Orleans Public Belt Railroad as per plans.
4,other_pdf,2629923,17-00996-NEWC,NEWC,14600000,0,,17_0110 701 Baronne Vol. 1 Specs.pdf,Partial demolition of an existing 2-story building and renovate the two facades to remain. Construct a 6-story 19-unit multiple family residence with ground floor commerical as per plans. Ddetermined BFE but using code 120.3.
4,other_pdf,2629924,17-00996-NEWC,NEWC,14600000,0,,17_0110 701 Baronne Vol. 2 Specs.pdf,Partial demolition of an existing 2-story building and renovate the two facades to remain. Construct a 6-story 19-unit multiple family residence with ground floor commerical as per plans. Ddetermined BFE but using code 120.3.
4,other_pdf,2736887,17-00996-NEWC,NEWC,14600000,0,,710 Baronne HDLC approved 32117.pdf,Partial demolition of an existing 2-story building and renovate the two facades to remain. Construct a 6-story 19-unit multiple family residence with ground floor commerical as per plans. Ddetermined BFE but using code 120.3.
4,other_pdf,2765957,17-00996-NEWC,NEWC,14600000,0,,AR-17-003631-SFM Release 2017_3-31.pdf,Partial demolition of an existing 2-story building and renovate the two facades to remain. Construct a 6-story 19-unit multiple family residence with ground floor commerical as per plans. Ddetermined BFE but using code 120.3.
4,other_pdf,2820279,17-00996-NEWC,NEWC,14600000,0,,710 baronne St - benchmark calculation.pdf,Partial demolition of an existing 2-story building and renovate the two facades to remain. Construct a 6-story 19-unit multiple family residence with ground floor commerical as per plans. Ddetermined BFE but using code 120.3.
4,other_pdf,2832225,17-00996-NEWC,NEWC,14600000,0,,710 Baronne St - benchmark averaging.pdf,Partial demolition of an existing 2-story building and renovate the two facades to remain. Construct a 6-story 19-unit multiple family residence with ground floor commerical as per plans. Ddetermined BFE but using code 120.3.
4,other_pdf,3294476,17-00996-NEWC,NEWC,14600000,0,,710 Baronne_Combined Set_Post Bid Addendum 1_ 18_0222.pdf,Partial demolition of an existing 2-story building and renovate the two facades to remain. Construct a 6-story 19-unit multiple family residence with ground floor commerical as per plans. Ddetermined BFE but using code 120.3.
4,other_pdf,2661854,17-01458-NEWC,NEWC,9600,0,2017-04-14T12:17:56,17-01458-NEWC.pdf,"New construction of a 480 sf building for storage only of welding tools, as per plans."
4,other_pdf,2700686,17-01458-NEWC,NEWC,9600,0,2017-04-14T12:17:56,IMG_20170222_0001.pdf,"New construction of a 480 sf building for storage only of welding tools, as per plans."
4,other_pdf,2739139,17-01458-NEWC,NEWC,9600,0,2017-04-14T12:17:56,2755 Abundance St - benchmark calculation.pdf,"New construction of a 480 sf building for storage only of welding tools, as per plans."
4,other_pdf,2779591,17-01458-NEWC,NEWC,9600,0,2017-04-14T12:17:56,Building Permit.pdf,"New construction of a 480 sf building for storage only of welding tools, as per plans."
4,other_pdf,3134298,17-01458-NEWC,NEWC,9600,0,2017-04-14T12:17:56,2755 Abundance N. O. Bldg Final- 11-27-17- 17-01458-NEWC-LJ.pdf,"New construction of a 480 sf building for storage only of welding tools, as per plans."
4,other_pdf,3134299,17-01458-NEWC,NEWC,9600,0,2017-04-14T12:17:56,2755_Abundance-Final-11_21_2017-17-01458-NEWC-L_J.pdf,"New construction of a 480 sf building for storage only of welding tools, as per plans."
4,other_pdf,3217658,17-01458-NEWC,NEWC,9600,0,2017-04-14T12:17:56,2755 Abundance and Slab inspection and 17-01458-NEWC and 10-15-17 and LJ.pdf,"New construction of a 480 sf building for storage only of welding tools, as per plans."
4,other_pdf,3302300,17-01458-NEWC,NEWC,9600,0,2017-04-14T12:17:56,Certificate of Occupancy.pdf,"New construction of a 480 sf building for storage only of welding tools, as per plans."
4,other_pdf,2643418,17-02174-NEWC,NEWC,13303,0,,1138 Elysian Fields Ave app.pdf,After the fact new construction permit of hair salon per plans.Requires a BBSA waiver.
4,other_pdf,2643420,17-02174-NEWC,NEWC,13303,0,,1138 Elysian Fields Ave.pdf,After the fact new construction permit of hair salon per plans.Requires a BBSA waiver.
4,other_pdf,2651661,17-02174-NEWC,NEWC,13303,0,,1138 Elysian Fields Ave estimates.pdf,After the fact new construction permit of hair salon per plans.Requires a BBSA waiver.
4,other_pdf,2660118,17-02174-NEWC,NEWC,13303,0,,1138 Elysian Fields EC.pdf,After the fact new construction permit of hair salon per plans.Requires a BBSA waiver.
4,other_pdf,2699284,17-02174-NEWC,NEWC,13303,0,,17-02174-NEWC.pdf,After the fact new construction permit of hair salon per plans.Requires a BBSA waiver.
4,other_pdf,2658281,17-03273-NEWC,NEWC,1,1294,,2425 Dryades Street Reception Hall-SHEET-ME1.0.pdf,Construct 2300 sq ft 1-story community center per plans.
4,other_pdf,2658283,17-03273-NEWC,NEWC,1,1294,,2425 Dryades Street Reception Hall-T1.0.pdf,Construct 2300 sq ft 1-story community center per plans.
4,other_pdf,2658306,17-03273-NEWC,NEWC,1,1294,,2425 Dryadees st - app.pdf,Construct 2300 sq ft 1-story community center per plans.
4,other_pdf,2699277,17-03273-NEWC,NEWC,1,1294,,17-03273-NEWC.pdf,Construct 2300 sq ft 1-story community center per plans.
4,other_pdf,2734005,17-03273-NEWC,NEWC,1,1294,,2425 Dryades St-Estimates.pdf,Construct 2300 sq ft 1-story community center per plans.
4,other_pdf,2710716,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,17-04155-newc.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,2749869,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,BenchmarkLafitte St. 1600 (Lemann Playground).pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,3905850,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,Lafitte St. 1600 (Lemann Playground).pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,3910627,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,DAC Minutes October 19.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,3932321,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,St. Louis Street 1891.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,3940517,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,15049 - 2017-02-17 - pile design confirmation.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,3940524,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,16-2855_Report.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,3940532,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,New Pavillion Pile Load Test Addendum.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,4315843,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,1891 St Louis SP.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,4323138,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,Building Permit.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,4654591,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,sfm tco.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,4654592,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,dhh final.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,4790951,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,Lemann Playground - Final SFM Inspection report 12.28.20.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,4796817,17-04155-NEWC,NEWC,1070000,0,2019-11-21T10:44:14,Certificate of Occupancy.pdf,Construct 3080 sq ft one-story concessions and restroom building for Lemann Playground as per plans.
4,other_pdf,2710733,17-04414-NEWC,NEWC,6000000,0,,17-04414-newc.pdf,Construct 6 story mini-warehouse addition to existing miniwarehouse as per plans.
4,other_pdf,3053046,17-04414-NEWC,NEWC,6000000,0,,Annunciation Dependable Storage Complete set 6022-364 09252017.pdf,Construct 6 story mini-warehouse addition to existing miniwarehouse as per plans.
4,other_pdf,3389534,17-04506-NEWC,NEWC,5800000,0,,17-04506-NEWC.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3570351,17-04506-NEWC,NEWC,5800000,0,,749 st charles ave - benchmark cal.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3571548,17-04506-NEWC,NEWC,5800000,0,,749 St.Charles comments 8-13-18_Pace Response.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3571569,17-04506-NEWC,NEWC,5800000,0,,749 St.Charles comments 8-13-18_Pace Response.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3583266,17-04506-NEWC,NEWC,5800000,0,,749 St Charles HDLC approved 9618.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3587675,17-04506-NEWC,NEWC,5800000,0,,compliance-report-20180905_082524_538.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3796867,17-04506-NEWC,NEWC,5800000,0,,SWPPP - final.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3796992,17-04506-NEWC,NEWC,5800000,0,,SW070-17 Narrative.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3806757,17-04506-NEWC,NEWC,5800000,0,,Exhibit 3_1134.12_190206_749 ST. CHARLES DEMO PERMIT SUMMARY.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3877873,17-04506-NEWC,NEWC,5800000,0,,NO170010 - Julia at St. Charles St. Project (4-27-17) - GPB.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3877874,17-04506-NEWC,NEWC,5800000,0,,730 Julia Street Apartments - Auger Cast Pile Report No.2.pdf,Construct 32734 sq ft 6-story mixed use building as per plans: Ground floor - parking and retail unit; 2nd thru 6th floor  - 15 dwelling units.
4,other_pdf,3053118,17-06149-NEWC,NEWC,300000,0,,M-17-493.pdf,Construct 3000 SF Retail building as per plans.
4,other_pdf,2704420,17-06914-NEWC,NEWC,267500,0,,2017_School.pdf,Complete the construction of a 2-story Mulitpurpose school building for Boys Home as per plans.
4,other_pdf,2746751,17-06914-NEWC,NEWC,267500,0,,17-06914-NEWC.pdf,Complete the construction of a 2-story Mulitpurpose school building for Boys Home as per plans.
4,other_pdf,3758952,17-06914-NEWC,NEWC,267500,0,,Hayne Blvd.pdf,Complete the construction of a 2-story Mulitpurpose school building for Boys Home as per plans.
4,other_pdf,2758107,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,TPA_Robert St Claude Retail_CoNO Response-17_0330.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2758111,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,Robert Fresh Market - Pile Load Test Report.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2760582,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,TPA_Robert St Claude Retail_CoNO Response-17_0404.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2760584,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,Robert St Claude - Retail - Benchmark Certificate.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2768962,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,TPA_Robert St Claude Retail_CoNO Response-17_0407.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2778190,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,AR-17-004870-2201 N. Rampart-SFM Release.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2778191,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,AR-17-003829-2221 N. Rampart-SFM Release.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2778195,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,TPA_Robert St Claude Retail_CoNO Response-17_0412.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2778631,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,17-07632-NEWC.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2783084,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,2222 St. Claude Ave.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2799272,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,Building Permit.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,3179790,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,Building Permit.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,3179796,17-07632-NEWC,NEWC,910000,0,2017-04-27T15:31:48,Temporary Certificate of Occupancy.pdf,Construct 12466 sq ft 1-story 2-building multi-tenant shopping center as per plans.  Each unit will require a separate build-out permit. [Retail Outparcel 1]
4,other_pdf,2779688,17-09477-NEWC,NEWC,9500000,0,,17-09477-NEWC.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,3017616,17-09477-NEWC,NEWC,9500000,0,,1_1134.07_923 Julia Street Benchmark certificate.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,3021402,17-09477-NEWC,NEWC,9500000,0,,923 Julia St HDLC approved 91417.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,3215621,17-09477-NEWC,NEWC,9500000,0,,1134.07_923 Julia Street Benchmark certificate 171116.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,3221350,17-09477-NEWC,NEWC,9500000,0,,1134.07_923 Julia Street Benchmark certificate 171116.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,3233345,17-09477-NEWC,NEWC,9500000,0,,923 Julia St-Benchmark.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,3233347,17-09477-NEWC,NEWC,9500000,0,,923 Julia St-Benchmark.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,3278975,17-09477-NEWC,NEWC,9500000,0,,923 Julia Approved facade_zoning updates 3218.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,4166686,17-09477-NEWC,NEWC,9500000,0,,SWMP - Recorded Bond.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,4166687,17-09477-NEWC,NEWC,9500000,0,,SWMP - O and M Agreement not recorded.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,4792453,17-09477-NEWC,NEWC,9500000,0,,923 Julia - Bond release.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,5201180,17-09477-NEWC,NEWC,9500000,0,,Request to release SWMP.pdf,Construct a 69440 sq ft 6 story 30-unit multi-family dwelling as per plans.
4,other_pdf,2736904,17-09602-NEWC,NEWC,1000000,0,,170321 1476 MAG.pdf,"Construct a 3-story 13-room hotel as per plans.

Reference 19-10820-NEWC"
4,other_pdf,2779690,17-09602-NEWC,NEWC,1000000,0,,17-09602-NEWC.pdf,"Construct a 3-story 13-room hotel as per plans.

Reference 19-10820-NEWC"
4,other_pdf,2751815,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,DAC August 24 Minutes.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,2751946,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,Hardin Benchmark Certificate 03-27-17.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,2756515,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,1974 Law St - benchmark calculation.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,2777403,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,1974 Law St..pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,2777779,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,17-09904-NEWC.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,2821761,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,geotech report.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,2821762,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,trash location.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,2821763,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,SFM.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,3059407,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,1974 Law Health Dept.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,3059434,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,Building Permit.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,3149956,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,171208083921_0001.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,3493521,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,Hardin Playground - Piling Affidavit.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,3493523,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,Certificate of Occupancy.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,3493781,17-09904-NEWC,NEWC,441327,0,2017-10-09T15:15:21,1974 Law SFM.pdf,Construct concession & restroom building for Hardin Playground as per plans.
4,other_pdf,2823547,17-10101-NEWC,NEWC,750000,0,,17-10101-newc.pdf,New construction of 5 townhouse units on Freret side of property as per plans.
4,other_pdf,2872273,17-10101-NEWC,NEWC,750000,0,,dB_Geotech Report_2-17-17.pdf,New construction of 5 townhouse units on Freret side of property as per plans.
4,other_pdf,2872274,17-10101-NEWC,NEWC,750000,0,,dB_storm water report_5-3-17.pdf,New construction of 5 townhouse units on Freret side of property as per plans.
4,other_pdf,2951209,17-10101-NEWC,NEWC,750000,0,,Exit size for bedroom windows per Andersen spec_7-28-17.pdf,New construction of 5 townhouse units on Freret side of property as per plans.
4,other_pdf,3034275,17-10101-NEWC,NEWC,750000,0,,DensityBump stamped 7-27-17.pdf,New construction of 5 townhouse units on Freret side of property as per plans.
4,other_pdf,2742945,17-10126-NEWC,NEWC,750000,0,,4528 Freret St app.pdf,"Revisions:  To New construction of a two family units, 2 units.   From: ""New construction of 5 townhouse units at LaSalle St side of the property."",  as per plans."
4,other_pdf,2746613,17-10126-NEWC,NEWC,750000,0,,4528 Freret St - benchmark calculation.pdf,"Revisions:  To New construction of a two family units, 2 units.   From: ""New construction of 5 townhouse units at LaSalle St side of the property."",  as per plans."
4,other_pdf,2823559,17-10126-NEWC,NEWC,750000,0,,17-10126-newc.pdf,"Revisions:  To New construction of a two family units, 2 units.   From: ""New construction of 5 townhouse units at LaSalle St side of the property."",  as per plans."
4,other_pdf,3089933,17-10126-NEWC,NEWC,750000,0,,dB_2 unit set_prelim_10-10-17.pdf,"Revisions:  To New construction of a two family units, 2 units.   From: ""New construction of 5 townhouse units at LaSalle St side of the property."",  as per plans."
4,other_pdf,3103058,17-10126-NEWC,NEWC,750000,0,,dB_2 unit set_prelim_10-10-17.pdf,"Revisions:  To New construction of a two family units, 2 units.   From: ""New construction of 5 townhouse units at LaSalle St side of the property."",  as per plans."
4,other_pdf,3117540,17-10126-NEWC,NEWC,750000,0,,dB_response to comments_11-7-17.pdf,"Revisions:  To New construction of a two family units, 2 units.   From: ""New construction of 5 townhouse units at LaSalle St side of the property."",  as per plans."
4,other_pdf,2799282,17-10173-NEWC,NEWC,910000,0,2017-04-27T15:34:43,Building Permit.pdf,"Construct 1 story 7,096 SF retail building as per plans.."
4,other_pdf,3994947,17-10173-NEWC,NEWC,910000,0,2017-04-27T15:34:43,Certificate of Occupancy.pdf,"Construct 1 story 7,096 SF retail building as per plans.."
4,other_pdf,2753790,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,1200 Mardi Gras Blvd Bld 2.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,2755418,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,5 Building Valuations MILL and SHOP - Bldg 2.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,2755419,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,6 PILE TEST RESULTS DM12-0006_06_Signed.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,2759151,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,1200 Mardi Gras Blvd- Bldg No 3.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,2797401,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,17-11056-NEWC.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,2860350,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,20170606215405314.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,2860351,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,Piling Affidavit - 17-11059 - 5-16-2017.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,3160374,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,Building Permit.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,3463218,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,Deep South Studios - Mill and Shop.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,3481380,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,FINAL FEMA Finals.Deep South.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,3481686,17-11056-NEWC,NEWC,954090,0,2017-12-14T14:41:16,Certificate of Occupancy.pdf,Erect 16500 sq ft metal building (Mill & Shop Bldg #2) as per plans.
4,other_pdf,2753788,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,1200 Mardi Gras Blvd Bld 3.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,2755427,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,5 Building Valuations LIGHTING and GRIP - Bldg 3.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,2755428,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,6 PILE TEST RESULTS DM12-0006_06_Signed.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,2759099,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,1200 Mardi Gras Blvd-Algiers.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,2797407,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,17-11059-NEWC.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,2803909,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,1200 mardi gras.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,2830154,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,Piling Affidavit - 17-11059 - 5-16-2017.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,3160430,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,Building Permit.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,3232797,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,Final Lighting and Grip FA Inspection - 2-2-2018.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,3232895,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,Certificate of Occupancy.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,3232896,17-11059-NEWC,NEWC,893256,0,2017-12-14T14:43:33,inspection photos.pdf,Erect 16500 sq ft metal building (Lighting & Grip Bldg #3) as per plans.
4,other_pdf,2777204,17-11954-NEWC,NEWC,234319,0,2017-11-06T12:05:57,20170330 - 16107_Audubon Compactor_90 perc CD Review Set.pdf,Install a trash compactor pad and ramp at zoo as per plans.  no electrical and no mechanical and no plumbing work.
