doc_id,permit_num,code,tier,score,name,description,reasons
8360230,25-21237-RNVS,RNVS,strict,108,601Bourbon - RCC Stamped.pdf,"EMERGENCY PERMIT APPLICATION TO SHORE, REMOVE AND REPLACE WALL THAT IS IN IMMINENT DANGER OF COLLAPSING. According to the attached Engineer’s report dated July 14, 2025, the wall on the Toulouse Street side of the building bearing municipal address 601 Bourbon Street “is well outside of sound engineering and construction tolerances and should be replaced immediately” to prevent a collapse of the wall. This permit request includes the shoring of the Toulouse Street and Bourbon Street (partial) sides of the building; erection of a construction wall around the shoring area; removal of approximately 35 feet of the Toulouse Street wall to the parapet; recapping foundation rebar and concrete; rebuilding the wall three wythe thick; and related cosmetic restoration all in accordance with the attached stamped Engineer’s Masonry Wall Shoring and Repair Plans.",strict primary-plan filename | renovation permit
8580930,25-27641-RNVS,RNVS,strict,108,740 St Charles_HDLC Approved_9.30.25 SP RCC STAMPED.pdf,Remove and replace collapsed section of second floor roof EMERGENCY REPAIR WORK - ROOF COLLAPSING PLEASE PROVIDE CONTRACT AMOUNT ASAP,strict primary-plan filename | renovation permit
9234491,25-34264-RNVS,RNVS,strict,108,2026.05.20_202515_940 Frenchmen St_A601 Rev2 (RCC).pdf,"WHITE BOX BUILD-OUT OF A RESTAURANT IN AN EXISTING BUILDING. NO EXTERIOR WORK: ALL EXISTING EXTERIOR DOORS AND WINDOWS TO REMAIN BBSA APPROVAL OF EXISTING SLAB ELEVATIONS 7/27/23. BBSA NO. 23-44. SEE GENERAL NOTE #54 ON SHEET T002 EXISTING SPRINKLER AND FIRE ALARM SYSTEMS TO BE ADJUSTED FOR NEW LAYOUT. NEW KITCHEN HOOD AT KITCHEN, EXHAUSTING UP THROUGH ROOF. NEW INTERNAL SLOPED FLOORS FOR ACCESSIBILITY OF ALL AREAS, SEE STRUCTURAL",architectural sheet filename | relevant permit scope | renovation permit
8969191,26-06706-RNVS,RNVS,strict,108,817 N. CLAIBORNE ST.-A2.pdf,"Exterior renovations to commercial office space, including reducing upper windows size, roof, facia, soffit repairs, siding and paint.",architectural sheet filename | relevant permit scope | renovation permit
9213104,26-06821-RNVS,RNVS,strict,108,260422 GSH_A111 Demolition Perspectives_Stamped.pdf,"Renovation of vacant structure for Educational Facility - University -**learning and research facility, including design studios, classrooms, lecture halls, and a digital fabrication space with support spaces.",architectural sheet filename | relevant permit scope | renovation permit
9367105,26-15014-RNVS,RNVS,strict,108,601 Loyola Ave- RCC Stamped.pdf,"Limited structural repair of a damaged steel beam. Scope of work includes addition of new beam and deck, spray applied fire proofing to match existing and replacement of approximately 100sf of removed stucco soffit to match existing. No electrical, plumbing, or mechanical work. No change of use or occupancy. No change to egress. No change in building footprint",strict primary-plan filename | renovation permit
9331439,26-15067-RNVS,RNVS,strict,108,1427 Washington - RCC Stamped.pdf,"Install new exterior door and sidelights in 1st floor North wall of 1427 Washington Ave. with brick landings and ramp at the door's exterior. Replace existing metal gate at Washington with new gate. No plumbing, no HVAC, no electrical.",strict primary-plan filename | renovation permit
207650,12-33671-NEWC,NEWC,strict,100,A-2.0.pdf,"Construct a 12,000sf golf maintenance facility at a Private Club as per plans.",architectural sheet filename | relevant permit scope
1893459,12COM-00598,NEWC,strict,100,A101-2007 - Working Draft - 001 - Lakeview Construction-R - Permit Copy.pdf,"Work Descripton: CONSTRUCT A 4-STORY MULTI-FAMILY CONDOMINIUM BUILDING WITH GROUND FLOOR PARKING AS PER PLANS AND DKT #11-32. Historical Import Type: Permits Commercial New NA User: EJOHNSON Tracking: 8619547339 Status: Zoning Review Completed Status Date: 6/12/2012 12:00:00 AM Owner: 111 Audubon St,Llc Owner Address: 5721 Magazine,#219, New Orleans, LA 70118 Owner Phone: 504-899-7368 Owner Edited By: 5/4/2012 by EJOHNSON",architectural sheet filename | relevant permit scope
806014,13-02849-NEWC,NEWC,strict,100,13005-A1.01 Revised.pdf,Construct a 2400 sq ft accessory building as per plans.,architectural sheet filename | relevant permit scope
830625,13-12959-NEWC,NEWC,strict,100,A2 FIRE RATED ASSEMBLIES.pdf,Construct a 33-room motel per plans.,architectural sheet filename | relevant permit scope
1141778,13-16347-NEWC,NEWC,strict,100,57-12 A8.pdf,"Construct a 2-story, 2932sf restaurant (Dat Dog) as per plans, BZA dkt #23-13 and 12-31354-HDLC The Temporary Certificate of Occupancy is valid until July 1, 2014",architectural sheet filename | relevant permit scope
902522,13-27878-NEWC,NEWC,strict,100,LADC St.Claude Modular Bldg. 07.15.13 A1.pdf,Move modular building from one location on lot to another location on the same lot as per plans and 13-15654-HDLC.,architectural sheet filename | relevant permit scope
1091653,13-34814-NEWC,NEWC,strict,100,2012 151 A10-A11 (Signed and Sealed.pdf,Construct a 3-story mixed-use building as per plans and 12-19521-HLDC 1st floor - 2 retail units: 2494 sq ft and 1476 sq ft; 5 garage parking spaces 2nd floor - 4 dwelling units 3rd floor - 3 dwelling units,architectural sheet filename | relevant permit scope
1074228,13-44083-NEWC,NEWC,strict,100,A1.2.pdf,"Construct a 2-story condominium single family unit as per plans, HDLC C/A # 13-02084-HDLC and BZA Dkt # 081-13.",architectural sheet filename | relevant permit scope
1074592,13-44115-NEWC,NEWC,strict,100,A1.2.pdf,"Construct a 2-story condominium single family unit as per plans, HDLC C/A # 13-02084-HDLC and BZA Dkt # 081-13.",architectural sheet filename | relevant permit scope
1074587,13-44121-NEWC,NEWC,strict,100,A1.2.pdf,"Construct a 2-story condominium single family unit as per plans, HDLC C/A # 13-02084-HDLC and BZA Dkt # 081-13.",architectural sheet filename | relevant permit scope
1074597,13-44124-NEWC,NEWC,strict,100,A1.2.pdf,"Construct a 2-story condominium single family unit as per plans, HDLC C/A # 13-02084-HDLC and BZA Dkt # 081-13.",architectural sheet filename | relevant permit scope
1074608,13-44126-NEWC,NEWC,strict,100,A1.2.pdf,"Construct a 2-story condominium single family unit as per plans, HDLC C/A # 13-02084-HDLC and BZA Dkt # 081-13.",architectural sheet filename | relevant permit scope
1074614,13-44130-NEWC,NEWC,strict,100,A1.2.pdf,"Construct a 2-story condominium single family unit as per plans, HDLC C/A # 13-02084-HDLC and BZA Dkt # 081-13.",architectural sheet filename | relevant permit scope
1078274,13-45428-NEWC,NEWC,strict,100,BEU_A0-1_SITE PLAN-140107.pdf,Construct a 1-stry 2000 sq ft church as per plans and City Planning Commission DR #101-13.,architectural sheet filename | relevant permit scope
1098270,13-48782-NEWC,NEWC,strict,100,A4.0_R1_Bidding.pdf,Construct a 1-story Tunnel Car wash as per plans and City Planning Commission approval.,architectural sheet filename | relevant permit scope
1148876,14-06115-NEWC,NEWC,strict,100,A1.0_LakeshoreMarine.pdf,"New construction of a 2-stry store with fuel station as per plans, Orleans Levee District approval, and BZA 190-13. (1st floor: paddleboard storage, 2nd fl: convenience store and restrooms) (No use or usable occupancy on the ground floor. Breakaway walls only permitted under the flood requirement on ground floor. Owner has been advised that no use allowed on ground floor for repair shop or fuel attendant)",architectural sheet filename | relevant permit scope
1366684,14-10387-NEWC,NEWC,strict,100,Approved Plans 10387.pdf,Revised electrical drawing for Permit 13-11059-NEW to add new equipment and a backup generator.,strict primary-plan filename
1381111,14-11290-NEWC,NEWC,strict,100,A-0.0 Cover Sheet Liberty Bank Gentilly 06.30.14.pdf,New construction of a Liberty Bank Branch w/retail space as per City Planning Commission DR 027-14 . Signs require separate permit.,architectural sheet filename | relevant permit scope
1416350,14-22422-NEWC,NEWC,strict,100,A1 1rev_8-6-14.pdf,Installation of two (2) modular buildings (A&B) and foundations for additional classrooms at existing school (Kipp Believe College Prep Ronald McNair School Building) as per plans.,architectural sheet filename | relevant permit scope
1431430,14-23124-NEWC,NEWC,strict,100,701 S PETERS - HDLC_A1-4.pdf,HDLC CONCEPTUAL APPROVAL TO ADD SINGLE STORY PENTHOUSE ON ROOF AS PART OF A COMPLETE BUILDING CONVERSION RENOVATION TO MULTI-FAMILY APARTMENTS,architectural sheet filename | relevant permit scope
1650988,14-30405-NEWC,NEWC,strict,100,2014.075 - A5.0 SIgned .pdf,"New construction of 2-story 10,000 sq. ft. dog kennel as per plans. 3301 Conti. Apartment is 400 N Jeff Davis.",architectural sheet filename | relevant permit scope
1548826,14-31587-NEWC,NEWC,strict,100,Lovecchio_REV Site - trash_A-1_10-31-14.pdf,Construct 2394 sq ft 2-story office building as per plans.,architectural sheet filename | relevant permit scope
1994842,15-23350-NEWC,NEWC,strict,100,1050 Annunciation CDs (Revised sheets A2.0 and A4.1 and A4.2).pdf,Tenant Build out for Restaurant and Bakery per plans.,architectural sheet filename | relevant permit scope
1978794,15-23598-NEWC,NEWC,strict,100,GC Contract_A201-2007 - Final.pdf,"Construct 6-story parking structure with ground floor retail, 4 parking levels, and 6th floor commercial shell. 1st floor and 6th floor build out require separate permits.",architectural sheet filename | relevant permit scope
2048121,15-31401-NEWC,NEWC,strict,100,A100 Curb Cut Approval.pdf,EXTERIOR: Construct a 3-story 15-unit elderly apartments as per plans. (15-31395) No use and occupancy under this permit.,architectural sheet filename | relevant permit scope
2445800,16-27576-NEWC,NEWC,strict,100,approved plans for construction.pdf,New construction of four (4) story multi-family residential apartments. M-6,strict primary-plan filename
2547520,16-35273-NEWC,NEWC,strict,100,A4.0.Preliminary HDLC.PDF,Construct 350 sq ft patio cover as per plans.,architectural sheet filename | relevant permit scope
2606082,16-38607-NEWC,NEWC,strict,100,3112-A3 REV-12.20.16.pdf,"Construct 7504 s.f. commercial building shell as per plans. Tenant build-out require separate permits. 11/17/17 (WEJ): Extended permit 6 mos. thru 05/18/18, per architect's 11/16/17 letter request.",architectural sheet filename | relevant permit scope
2658271,17-03273-NEWC,NEWC,strict,100,2425 Dryades Street Reception Hall-SHEET-A1.0.pdf,Construct 2300 sq ft 1-story community center per plans.,architectural sheet filename | relevant permit scope
3135560,17-35150-NEWC,NEWC,strict,100,2017-11-16_A101.3.pdf,Tenant build-out of a 7912 sq ft restaurant as per plans.,architectural sheet filename | relevant permit scope
3106326,17-35323-NEWC,NEWC,strict,100,A2 SECOND AND THIRD FLOORS.pdf,Construct 5-story 44 room hotel as per plans.,architectural sheet filename | relevant permit scope
4309559,18-30472-NEWC,NEWC,strict,100,Pages from AA1743_1527 Polymnia_100 perc Construction Documents - Revisions November 2019 SP.pdf,"New construction of three story, multi-family residential building on a vacant lot. Extend permit 6 months to 9/10/21.",strict primary-plan filename
4263254,19-22424-NEWC,NEWC,strict,100,19019-E_20191015_A2-00_EXT-ELEV.pdf,"NEW CONSTRUCTION OF 3-STORY 7240 SQ FT HOTEL AS PER PLANS. THREE INDIVIDUAL SUITES, 1 PER FLOOR. WOOD-FRAMED CONSTRUCTION WITH 1-HR UNIT SEPARATIONS, TYPE 13 FIRE SPRINKLER SYSTEM, MONITORED FIRE ALARM SYSTEM. POOL NOT INCLUDED IN THIS PERMIT.",architectural sheet filename | relevant permit scope
4260471,19-27088-NEWC,NEWC,strict,100,2019_10_17_Payne Magazine Retail_Site plan A1.00 PERMEABLE and ADA RAMP.pdf,New construction of a 3 story building to include shell space for retail occupancies. Refer to attached drawings for full scope of work. This is a change of use from the previous permit 18-31137-NEWC. INDIVIDUAL TENANT BUILDOUTS WILL REQUIRE SEPARATE PERMITS. FOUNDATION RELEASE ONLY.,architectural sheet filename | relevant permit scope
5732970,22-27422-NEWC,NEWC,strict,100,Part-2_Texas Dr_Bldg A Permit_9-9-22 (RCC stamped).pdf,"PHASE 1A- Building A - The second building of a multi-phased project. A two-story multi-family building with 16 one-bedroom apartment units. Stormwater Management is under 22-07625-NEWC READDRESSED AS BUILDING ""E"" ON 6-24-24",strict primary-plan filename
5817518,22-32665-NEWC,NEWC,strict,100,600 N Broad - Accessory Building Strucutral Set STAMPED (RCC stamped).pdf,"Permit for construction of outdoor bar and restrooms. All additional items such as BFE, site plans, SFM approval, etc are already posted under permit 22-03245-ACCS.",strict primary-plan filename
6377643,23-08125-NEWC,NEWC,strict,100,Song Lou 09-12-2023-revised-AM (1)_compressed_compressed (RCC stamped).pdf,"Project address is not available in system, Secondary addresses entered are correct addresses for new 6 plex TEMPORARY OCCUPANCY FOR 90 DAYS ISSUED ON 10-25-24",strict primary-plan filename
8085827,23-13147-NEWC,NEWC,strict,100,22018 MYH SP RCC STAMPED.pdf,New construction of a public fishing pier in Breakwater Park to replace pier destroyed in Hurricane Katrina.,strict primary-plan filename
6506960,23-14596-NEWC,NEWC,strict,100,Revised sheet A4.0 11.21.23.pdf,"New construction of bar and garden area as per plans. NEW STRUCTURE ADDED TO PLANS Permit extended (2) 180 day periods until July 24, 2026",architectural sheet filename | relevant permit scope
6406129,23-16590-NEWC,NEWC,strict,100,1934 Louisiana approved set - 33 shts (RCC stamped).pdf,"New Construction Roofing, Framing, Doors, windows, Mechanical , Electrical, Plumbing Painting, fixtures etc.",strict primary-plan filename
8186355,23-23052-NEWC,NEWC,strict,100,1431 ST LOUIS SP RCC STAMPED.pdf,"Construction of 45 new apartment units in a 4 story, 48,000 SF building. This phase is a continuation of the Iberville Redevelopment Offsite Component under the Choice Neighborhood Initiative grant awarded to the City of New Orleans and HANO. Affordble Housing Development",strict primary-plan filename
6550628,23-34276-NEWC,NEWC,strict,100,2-Arch A5.0 thru A8.1-Struct_12-15-23.pdf,"New construction commercial space - building shell only. 19866 sq ft, 2 stories NOT FOR USE OR OCCUPANCY",architectural sheet filename | relevant permit scope
8288517,23-34481-NEWC,NEWC,strict,100,1825 Mirabeau 23-34481 SP RCC STAMPED.pdf,New construction of a 9997 SQ FT veterans wellness facility to house nonprofit offices and various support spaces.,strict primary-plan filename
8908366,24-12517-NEWC,NEWC,strict,100,822 N Johnson - RCC Stamped.pdf,"New Construction of a 2 story, 10 bedroom, 8 bath 4,530 foot living area, four-plex. All work to be done according to plans. *PARKING SLOTS MUST BE PERMEABLE",strict primary-plan filename
8577916,24-13375-NEWC,NEWC,strict,100,HDLC Approved_24_0503 EP Expansion 1365 Annunciation_SP RCC STAMPED.pdf,Expansion of an existing Early Learning Center within the existing campus. Construction to be a combination of modularized pre-built buildings to match an existing building from another location that is being moved to this location and site built decks and outdoor classrooms spaces. Outdoor spaces will have sunshades. Construction of new wood fence with top rails to match HDLC preferred design. SITE PREP AND FOUNDATION RELEASE ISSUED 8-19-25 Resubdivision needs to be finalized prior to issuance of the C of O. TEMPORARY CERTIFICATE OF OCCUPANCY ISSUED ON 12-23-25 FOR 90 DAYS TO RESOLVE ZONING INSPECTION AND HDLC,strict primary-plan filename
8761938,24-29387-NEWC,NEWC,strict,100,1141 Esplanade - RCC Stamped.pdf,"A new construction, four (4) story, fifty (50) unit affordable apartment, mixed-use development. Affordable Housing Development",strict primary-plan filename
8026565,25-02853-NEWC,NEWC,strict,100,6450 S CLAIBORNE SP RCC STAMPED.pdf,TEMPORARY Indoor Practice Facility for University Sports programs. Building is a pre-engineered inflatable structure that will be deflated during tropical weather events and at other periodic times. *UPON C/O ISSUANCE THE C/O MUST BE RENEWED EVERY 180 DAYS FOR A MAXIMUM OF 2 RENEWALS OR PENDING AN IMP AMENDMENT UNDER REVIEW BY THE CITY PLANNING COMMISSION*,strict primary-plan filename
8762017,25-09212-NEWC,NEWC,strict,100,1140 Kerlerec St - RCC Stamped.pdf,"A new construction two (2) story, five (5) unit mixed income apartment building. Permit is part of 1141 Esplanade Affordable Housing Development",strict primary-plan filename
8762051,25-09220-NEWC,NEWC,strict,100,1416 Henriette Delille - RCC Stamped.pdf,"A new construction two (2) story, five (5) unit mixed income apartment building. Permit is part of 1141 Esplanade Affordable Housing Development",strict primary-plan filename
8705207,25-26310-NEWC,NEWC,strict,100,Updated Site Plan_Z_10141 Curran Boulevard_F-4PLEXES_a1.1 (RCC).pdf,ONLY BUILDING 1 - New construction of three (3) townhouse style buildings as multi-family affordable development. 1800 SF gross per unit + 1000 SF multi-use tenant building.,architectural sheet filename | relevant permit scope
3754512,19-00316-RNVS,RNVS,strict,93,1104 St Anthony St - A1.0 11-6-19.pdf,"Remove & replace roof shingles and build a small pitch cricket between both roofs as per HDLC approval. 1104 St Anthony St, 1739-41 N Rampart St.",architectural sheet filename | renovation permit
4673038,20-41849-RNVS,RNVS,strict,93,Executed - 10618860 Original_Kent Design_TL3_A101.pdf,"INSTALLATION OF NEW EXTERIOR EGRESS STAIR INCLUDING NEW EGRESS DOOR AT SECOND FLOOR AND CLOSURE OF ONE DOUBLE EXTERIOR DOOR ON GROUND FLOOR. REMOVAL OF EXISTING FIRE ESCAPE STAIR WILL OCCUR IN NEXT PROJECT, ONCE NEW EGRESS STAIR INSTALLATION IS COMPLETE.",architectural sheet filename | renovation permit
4847365,21-06778-RNVS,RNVS,strict,93,740 DAUPHINE A01.pdf,installation of a roof over an existing gallery PRELIMINARY APPROVAL WITH VCC,architectural sheet filename | renovation permit
5132162,21-22862-RNVS,RNVS,strict,93,20002-A-1_HDLC-Submittal_SECURE.pdf,CBD HDLC ARC submittal for rooftop deck/pool addition over 3rd floor of 426 Gravier.,architectural sheet filename | renovation permit
7251519,24-14295-RNVS,RNVS,strict,93,A-1 CONTRACT_20240508_0001 (signed).pdf,"REPLACE ""36"" SETS OF FOOTINGS AND PIERS. 126 FT OF 6 X 6 PRESSURE TREATED TRANSFER BEAM/SILL",architectural sheet filename | renovation permit
7354355,24-19258-RNVS,RNVS,strict,93,HDLC Approved__Updated Sheet A7.pdf,The addition of a gallery on the Canal St and Decatur St sides of the building. Existing windows will also be made into doors to access the second floor of the gallery.,architectural sheet filename | renovation permit
8037195,24-37389-RNVS,RNVS,strict,93,BAYOU BISTRO SHEET-A4 - FRONT CANOPY CROSS-SECTION (RCC).pdf,AFTER THE FACT Construction of a covered back patio/deck and front canopy.,architectural sheet filename | renovation permit
7996388,25-00781-RNVS,RNVS,strict,93,4007 St. Charles 305 307 PLAN A 02.pdf,Combining Units 307 & 305 into a single unit. Removal of one structural wall and combining two kitchens into one. Only 1 meter allowed in single unit. Meters must be combined before CO is issued.Obtain electrical permit for thecombination of meters.,architectural sheet filename | renovation permit
8038080,25-10259-RNVS,RNVS,strict,93,A1.0-Plan WallSects_04-02-25.pdf,Removal and Infill of Existing Double Doors within Demising Wall,architectural sheet filename | renovation permit
8570247,25-28077-RNVS,RNVS,strict,93,3706 Prytania_A1.1_City of nola_violations_093025.pdf,"Repairs of violations, case number 22-04865. Sanitation clean-up, driveway clean-up, weeds and plant growth clean-up, fence repairs, paint on wood surfaces as needed, exterior surface repair to match existing, siding repairs as needed, coating of metal surfaces to prevent rust, adding address numbers, footing and foundation repairs as required, weatherboard reapirs as needed, downspout repair as needed, repair of decks as needed, handrail repair as needed, window reapir as needed, door and frame repair as needed, removal of wood boarding.",architectural sheet filename | renovation permit
3041268,15-23675-NEWC,NEWC,strict,85,A101 Owner and Contractor Bosworth.pdf,"Cut off existing steel piles to indicated elevations, fill top portion of the piles as indicated and reinforcing in the top portion of the tension piles extending into the pile cap, excavate for pile caps, and install the mass reinforced concrete pile caps with embedded anchor plates and anchor bolts and pedestal dowels, as indicated in the Contract Documents. The complete steel erection of a large span open pipe truss canopy structure measuring approximately 482’-0” long by 134’-0” wide, height varies. Steel erection for this phase of the permit includes all vertical and horizontal members and includes the construction of three temporary shoring towers.",architectural sheet filename
2775282,17-11563-NEWC,NEWC,strict,85,A0.1.pdf,"Construct a Visitors Center at the FBI Field Offices. Not attached to the existing building, including: Gates, Barriers and Visitor Processor Center.",architectural sheet filename
3052857,17-14246-NEWC,NEWC,strict,85,Deja Vieux 10.04.17-A1.0 Revised.pdf,Converting vacant lot into bar with food truck bays,architectural sheet filename
4125004,19-24389-NEWC,NEWC,strict,85,A401 CIVIL_19.5.24 For Permit Combined Current Set.pdf,"New 3-Story Self Storage facility, surface paving, utilities and landscape. Civil Work by reviewed and approved under Permit 19-07308- NEWC which was converted to this permit.",architectural sheet filename
5714066,21-08086-NEWC,NEWC,strict,85,A2.2-Grading_2-11-22.pdf,"Converting an empty lot with various concrete building foundations on it into a parking lot with a security fence around it, a guard shack, and new light poles. The CPC is reviewing this project under Zoning Docket 036/19.",architectural sheet filename
5989552,21-18881-NEWC,NEWC,strict,85,1215 Dauphine-913 Gov nicholls_AIA A101_Owner-Contractor Agreement.pdf,"Resubmittal of Previously approved VCC and S&P Permits, #16-12007-NEWC AND 16-16729-VCGEN NOFD Approval Deferred Permit extended (1) 180 day period until March 15, 2025 Permit extended (1) 180 day period until September 15, 2025",architectural sheet filename
5562553,21-19641-NEWC,NEWC,strict,85,SENTINO EARLY CHILDHOOD ACADEMY TOO_REVISED-01-11-2022-A-1 SITEPLAN.pdf,"Construction of adminstration bldg and addition of two prefabricated trailers onto lot to be used as Daycare Center, FOUNDATION RELEASE WAS ISSUED ON 3-10-22 FRAMING AND MEP ROUGH RELEASE WAS ISSUED 5-16-22",architectural sheet filename
6146446,21-32447-NEWC,NEWC,strict,85,A-1 Developers.pdf,"New Construction Planned Unit Development (P.U.D.) on a subdivided lot (originally 1721-35 St. Andrew St. and to be changed to 1725 St. Andrew St. Units A-P). Building 1 consists of seven (7) attached townhouse units (B-H) and is part of a Planned Unit Development project with 16 total units. Building 1 is one of four separate buildings on this P.U.D. project site. Attached Townhomes are 2 stories, with ground floor garage and driveway, and contain 2 bedrooms & 2 bathrooms each. Construction system consists of heavy timber structural frame, concrete grade beam foundation, CMU wall base, Structurally Insulated Panels (SIP), & Steel Stud walls, floors, and roof. Painted fiber cement board exterior wall finish and standing seam metal roof. Attached townhomes are sprinklered and each unit is separated by 1-hour rated demising walls.",architectural sheet filename
6146439,21-32496-NEWC,NEWC,strict,85,A-1 Developers.pdf,"New Construction Planned Unit Development (P.U.D.) on a subdivided lot (originally 1721-35 St. Andrew St. and to be changed to 1725 St. Andrew St. Units A-P). Building 2 consists of seven (7) attached townhouse units (I-O) and is part of a Planned Unit Development project with 16 total units. Building 2 is one of four separate buildings on this P.U.D. project site. Attached Townhomes are 2 stories, with ground floor garage and driveway, and contain 2 bedrooms & 2 bathrooms each. Construction system consists of heavy timber structural frame, concrete grade beam foundation, CMU wall base, Structurally Insulated Panels (SIP), & Steel Stud walls, floors, and roof. Painted fiber cement board exterior wall finish and standing seam metal roof. Attached townhomes are sprinklered and each unit is separated by 1-hour rated demising walls.",architectural sheet filename
6116043,23-06058-NEWC,NEWC,strict,85,23011_A000_SITE-LOCATION A00.pdf,Site and Infrastructure for Tulane University Temporary Locker Room Trailers. Pre-manufactured trailers to be installed by others. Temporary,architectural sheet filename
6578301,23-17818-NEWC,NEWC,strict,85,A0_02 SITE PLAN_010524.pdf,"New construction of a 2,844 sq. ft. utility addition to a historic structure.",architectural sheet filename
6664468,24-01378-NEWC,NEWC,strict,85,5119_revised sheets A1 C1 L1_1.29.2024.pdf,New pre-engineered metal building to be used as a den / float storage facility for a Mardi Gras Krewe.,architectural sheet filename
8404296,24-20013-NEWC,NEWC,strict,85,KortsContract A101-2017_executed.pdf,"IMPROVEMENTS INCLUDE A NEW RESTROOM BUILDING TO REPLACE AN EXISTING RESTROOM STRUCTURE, REPLACEMENT OF THE EXISTING PLAYGROUND EQUIPMENT, NEW DRINKING FOUNTAINS, NEW PICNIC TABLES, COSMETIC REPAIRS TO THE EXISTING OVERLOOK PAVILIONS, AND SITE LANDSCAPING. *FINAL INSPECTION* 8/21/25 BBSA mtg substituted wet floodproofing for EL requirement",architectural sheet filename
9006248,25-37345-NEWC,NEWC,strict,85,260320 1122 OCH_A102 Site Plan_DPW review.pdf,New 30-unit multifamily residential building. The project is an Affordable Planned Housing Development per Zoning Docket 036/25 and Ordinance No. 30478.,architectural sheet filename
